# Two rotating disk galaxies (gold + blue) on a collision course. Watch tidal
# tails and bridges form as they interpenetrate and eventually merge.
#
# format: name,mass,px,py,pz,vx,vy,vz,r,g,b[,radius]
@G=1.0
@softening=0.45
@dt=0.0012
@timescale=1.0
@zeroMomentum=1
A_core,900,-19,-4,-2,1.6,0.45,0.25,1,0.85,0.55,1.5
A0,0.3,-20.4981,-1.33069,-2.1044,-13.1648,-7.71819,3.28155,1,0.8194,0.4497,0.1
A1,0.3,-15.9524,-4.29098,-2.45818,2.92931,17.3472,-1.63912,1,0.819,0.4496,0.1
A2,0.3,-18.587,-0.904636,-2.47791,-14.9459,3.0013,2.47675,1,0.8184,0.4493,0.1
A3,0.3,-22.2564,-3.94584,-1.46173,1.59837,-15.9892,1.89416,1,0.817,0.4487,0.1
A4,0.3,-21.9164,-2.23822,-1.89811,-6.6356,-13.3341,2.86375,1,0.8159,0.4483,0.1
A5,0.3,-20.8761,-1.13597,-1.60829,-11.5748,-8.57389,3.12861,1,0.8158,0.4482,0.1
A6,0.3,-19.4104,-7.41087,-1.45162,17.4045,-1.7968,-1.89599,1,0.8152,0.448,0.1
A7,0.3,-16.4749,-6.62952,-2.49742,12.4895,11.4238,-2.4808,1,0.8134,0.4472,0.1
A8,0.3,-22.199,-5.83685,-1.33684,9.35418,-12.9891,0.430786,1,0.8125,0.4469,0.1
A9,0.3,-22.6977,-3.65653,-1.33406,0.481634,-14.8891,1.95167,1,0.8123,0.4468,0.1
A10,0.3,-22.1777,-6.00297,-1.06432,9.76712,-12.4755,0.317485,1,0.8114,0.4464,0.1
A11,0.3,-15.2178,-2.96841,-2.57838,-2.48641,14.9622,-0.58826,1,0.8104,0.446,0.1
A12,0.3,-17.6231,-0.300424,-2.50822,-12.3758,5.86507,1.80486,1,0.8102,0.4459,0.1
A13,0.3,-15.0954,-3.74508,-3.02946,0.288779,15.3222,-1.04054,1,0.8097,0.4457,0.1
A14,0.3,-16.1754,-6.89892,-2.24717,12.0224,10.8268,-2.35103,1,0.8095,0.4456,0.1
