# A 15,000-star rotating galaxy (uniform surface density). A thin disk is nearly 2D,
# so the 3D octree packs many stars per leaf -- correct, but the FMM's harder case.
#
# format: name,mass,px,py,pz,vx,vy,vz,r,g,b[,radius]
@G=1.0
@softening=0.12
@dt=0.0018
@timescale=1.0
@zeroMomentum=1
G_core,6000,0,0,0,0,0,0,1,0.95,0.8,2.4
G0,0.08,-2.07703,-2.17436,0.330561,32.3008,-30.8548,0,0.9999,0.86,0.6001,0.1
G1,0.08,-1.71385,-2.51499,-0.443777,36.6919,-25.0038,0,0.9996,0.8599,0.6004,0.1
G2,0.08,-2.76144,-1.42487,-1.23964,20.1496,-39.0504,0,0.999,0.8597,0.601,0.1
G3,0.08,0.66571,-3.05123,3.34233,42.8253,9.34352,0,0.9988,0.8597,0.6012,0.1
G4,0.08,2.37653,2.03006,1.1926,-28.4582,33.3152,0,0.9988,0.8597,0.6012,0.1
G5,0.08,-2.40514,-2.05184,1.40449,28.2751,-33.1437,0,0.9985,0.8596,0.6015,0.1
G6,0.08,-2.78784,1.52133,0.318431,-20.8215,-38.1554,0,0.9983,0.8595,0.6017,0.1
G7,0.08,0.950366,3.03091,-0.993341,-41.4728,13.0041,0,0.9983,0.8595,0.6017,0.1
G8,0.08,-3.20043,0.499893,0.0630445,-6.64221,-42.5249,0,0.9977,0.8594,0.6023,0.1
G9,0.08,-1.60594,-2.81998,-1.05167,37.3667,-21.2799,0,0.9977,0.8594,0.6023,0.1
G10,0.08,3.19683,-0.700771,-3.98804,9.16884,41.8271,0,0.9974,0.8593,0.6026,0.1
G11,0.08,3.25157,0.48871,1.47342,-6.34956,42.2459,0,0.9973,0.8592,0.6027,0.1
G12,0.08,-3.29954,0.34572,0.733109,-4.43198,-42.2987,0,0.997,0.8592,0.603,0.1
G13,0.08,2.77093,-1.84243,-0.19132,23.5135,35.3632,0,0.9969,0.8591,0.6031,0.1
G14,0.08,-2.94968,1.56686,2.18831,-19.885,-37.4343,0,0.9968,0.8591,0.6032,0.1
G15,0.08,2.74296,2.02469,-1.6956,-24.9163,33.7555,0,0.9961,0.8589,0.6039,0.1
G16,0.08,-1.38929,-3.13751,0.850346,38.2394,-16.9324,0,0.9959,0.8589,0.6041,0.1
G17,0.08,-1.57941,-3.05645,1.01615,37.1045,-19.1737,0,0.9958,0.8588,0.6042,0.1
G18,0.08,2.63001,-2.2208,2.25224,26.9388,31.9026,0,0.9958,0.8588,0.6042,0.1
G19,0.08,0.983366,-3.31847,0.288063,39.9251,11.831,0,0.9956,0.8588,0.6044,0.1
G20,0.08,0.402712,-3.43906,0.671966,41.3502,4.84209,0,0.9956,0.8588,0.6044,0.1
G21,0.08,1.22646,3.25996,-0.56759,-38.8519,14.6168,0,0.9954,0.8587,0.6046,0.1
