# A 20,000-star Plummer sphere in equilibrium. Spherical and 3D (good for the FMM,
# though the dense core is the uniform tree's harder region).
#
# format: name,mass,px,py,pz,vx,vy,vz,r,g,b[,radius]
@G=1.0
@softening=0.18
@dt=0.003
@timescale=1.5
@zeroMomentum=1
P0,0.075,-3.59325,2.48319,-2.10148,-1.31046,8.97141,2.38105,0.8961,0.8981,0.9019,0.07
P1,0.075,3.77805,0.0111723,4.74046,-5.35809,-3.35602,-5.30452,0.8701,0.8851,0.9149,0.07
P2,0.075,-3.748,-11.9702,-2.84338,-4.57538,-10.4648,-2.82176,0.7244,0.8122,0.9878,0.07
P3,0.075,0.790226,4.72662,-2.24294,3.87294,5.6097,3.36408,0.8866,0.8933,0.9067,0.07
P4,0.075,-3.70965,-7.75604,9.21663,6.54539,-4.82326,-2.6302,0.7299,0.815,0.985,0.07
P5,0.075,-8.82901,-0.264968,5.57233,-0.263956,8.71495,-1.37539,0.7762,0.8381,0.9619,0.07
P6,0.075,-1.05822,-6.03786,-4.93664,6.99036,-4.62647,2.19369,0.8313,0.8657,0.9343,0.07
P7,0.075,-5.04511,-1.95327,4.16905,2.30786,1.83816,-0.66547,0.8536,0.8768,0.9232,0.07
P8,0.075,-2.17891,1.50469,-5.21943,-8.22332,0.355913,0.75043,0.8746,0.8873,0.9127,0.07
P9,0.075,-5.61859,0.494708,8.00551,2.0776,4.14433,9.91703,0.7902,0.8451,0.9549,0.07
P10,0.075,1.93147,-3.02559,-10.4944,-8.35425,5.60824,-4.29801,0.7623,0.8312,0.9688,0.07
P11,0.075,3.60895,-9.43513,4.93605,0.490402,5.65239,9.49414,0.7591,0.8295,0.9705,0.07
P12,0.075,1.33552,13.6146,5.16513,2.2521,-0.870414,-0.86936,0.7,0.8,1,0.07
P13,0.075,-11.1643,-13.196,7.15934,-1.73967,4.72475,-0.427272,0.7,0.8,1,0.07
P14,0.075,1.45045,0.219076,-0.695831,1.46354,-0.302556,-0.642864,0.9652,0.9326,0.8674,0.07
P15,0.075,-3.95185,0.442058,-1.4692,-1.72679,-0.517677,-5.05173,0.9092,0.9046,0.8954,0.07
P16,0.075,-0.310038,9.23715,-11.1213,2.61585,0.863054,4.3014,0.7,0.8,1,0.07
