# A 400-star cluster around a dominant central mass (a stand-in black hole). Stars whirl
# on near-Keplerian orbits close in and settle into a dense nucleus; the innermost move fast.
#
# format: name,mass,px,py,pz,vx,vy,vz,r,g,b[,radius]
@G=1.0
@softening=0.3
@dt=0.0012
@timescale=1.0
@zeroMomentum=1
BH,2000,0,0,0,0,0,0,1,0.95,0.8,1.6
s0,0.5,-12.8785,-11.1891,4.65868,7.08797,1.69587,3.94309,0.6463,0.7616,0.9537,0.09
s1,0.5,2.90901,10.2429,-15.929,-2.24902,3.81565,3.95204,0.6168,0.7542,0.9832,0.09
s2,0.5,5.7469,13.203,9.11797,3.02742,-8.17929,-1.14827,0.6591,0.7648,0.9409,0.09
s3,0.5,-7.74791,5.44479,-5.42886,2.21712,6.13213,6.70946,0.7817,0.7954,0.8183,0.09
s4,0.5,-13.1992,-10.4716,-8.42865,-4.21206,4.19235,6.66795,0.6232,0.7558,0.9768,0.09
s5,0.5,-9.96808,9.26948,1.33578,4.3069,5.77167,-3.05539,0.7265,0.7816,0.8735,0.09
s6,0.5,6.61313,-2.87343,-11.4666,1.11347,0.503144,-6.89116,0.7291,0.7823,0.8709,0.09
s7,0.5,4.71817,-5.45612,-6.2576,7.45255,4.40924,3.51994,0.809,0.8023,0.791,0.09
s8,0.5,-8.77434,6.5324,9.85927,-7.55297,-0.0747827,-0.424261,0.7055,0.7764,0.8945,0.09
s9,0.5,4.45637,-6.38664,6.17542,4.24866,-0.126145,-7.38593,0.8012,0.8003,0.7988,0.09
s10,0.5,-12.4688,-13.6039,-6.89321,6.35571,0.174284,0.251238,0.606,0.7515,0.994,0.09
s11,0.5,-9.91713,-8.16787,0.783988,5.33628,-2.71901,4.3563,0.7426,0.7856,0.8574,0.09
s12,0.5,-0.665865,-4.88217,-18.7146,-5.23852,5.19055,-3.77521,0.613,0.7532,0.987,0.09
s13,0.5,-3.46396,8.80482,-3.49886,-2.66567,-8.72858,-0.713735,0.7982,0.7996,0.8018,0.09
s14,0.5,0.70801,2.80817,-12.2715,6.56291,1.62813,-2.28775,0.7478,0.787,0.8522,0.09
s15,0.5,-12.5889,-8.356,3.70432,2.73745,-2.73009,5.14509,0.6889,0.7722,0.9111,0.09
s16,0.5,-9.92944,7.14644,7.55821,4.81544,4.46349,-0.469101,0.7124,0.7781,0.8876,0.09
s17,0.5,10.2464,-12.8025,-6.81315,-1.88836,-8.26894,-3.60725,0.6449,0.7612,0.9551,0.09
s18,0.5,15.9836,-6.53492,2.66981,-2.21122,7.99546,-4.0355,0.6505,0.7626,0.9495,0.09
s19,0.5,2.76147,-2.55401,12.3854,0.254409,-9.40821,2.45911,0.7411,0.7853,0.8589,0.09
s20,0.5,1.69358,13.723,10.9197,-2.44524,0.197646,-5.69424,0.6476,0.7619,0.9524,0.09
s21,0.5,14.2066,-5.54627,5.60432,4.3385,1.98948,-3.22983,0.675,0.7688,0.925,0.09
s22,0.5,17.6788,6.82725,0.038306,-2.27975,1.68851,-6.42174,0.621,0.7552,0.979,0.09
s23,0.5,14.8276,5.19966,-10.5586,-1.01585,-6.44934,1.05885,0.6214,0.7553,0.9786,0.09
s24,0.5,-17.8129,7.86984,-2.63688,-3.30113,4.34894,-4.19072,0.607,0.7517,0.993,0.09
s25,0.5,3.23244,12.5774,0.999314,-1.71201,4.08767,5.8356,0.7395,0.7849,0.8605,0.09
s26,0.5,5.6561,-14.8459,11.263,-5.08396,2.27573,-0.211704,0.6105,0.7526,0.9895,0.09
s27,0.5,9.86787,-9.99777,-4.61117,5.42107,-6.91195,-4.64501,0.7043,0.7761,0.8957,0.09
